ell	D_ell_TT
1384.0	712.21261
1385.0	812.499085
1386.0	807.762232
1387.0	731.359476
1388.0	803.415578
1389.0	802.899153
1390.0	825.987376
1391.0	798.387061
1392.0	855.247062
1393.0	857.679157
1394.0	781.309896
1395.0	801.768287
1396.0	755.651227
1397.0	842.584114
1398.0	879.162708
1399.0	870.583946
1400.0	835.599539
1401.0	845.197766
1402.0	811.782137
1403.0	839.894307
1404.0	791.520037
1405.0	766.049396
1406.0	818.990191
1407.0	848.279553
1408.0	802.347833
1409.0	858.639034
1410.0	852.002971
1411.0	765.472876
1412.0	897.581073
1413.0	792.224194
1414.0	817.415485
1415.0	803.554529
1416.0	780.709602
1417.0	860.096229
1418.0	825.323439
1419.0	834.755686
1420.0	790.698771
1421.0	814.973075
1422.0	841.338619
1423.0	802.949473
1424.0	811.249177
1425.0	792.911989
1426.0	788.237966
1427.0	814.340476
1428.0	761.754118
1429.0	838.780174
1430.0	732.166553
1431.0	829.803852
1432.0	741.159783
1433.0	839.345778
1434.0	772.558895
1435.0	763.293638
1436.0	848.22707
1437.0	780.208444
1438.0	863.896104
1439.0	811.995881
1440.0	813.942769
1441.0	825.882525
1442.0	696.415982
1443.0	747.042469
1444.0	863.596664
1445.0	816.101102
1446.0	785.461156
1447.0	844.297345
1448.0	824.352025
1449.0	794.115746
1450.0	786.407464
1451.0	763.645942
1452.0	756.396559
1453.0	745.5117
1454.0	739.697653
1455.0	819.117026
1456.0	822.527016
1457.0	760.435601
1458.0	773.350503
1459.0	792.935346
1460.0	779.718861
1461.0	792.422821
1462.0	740.439492
1463.0	746.162597
1464.0	725.433198
1465.0	753.931969
1466.0	767.726726
1467.0	759.638186
1468.0	720.818029
1469.0	772.531499
1470.0	751.686937
1471.0	823.050835
1472.0	748.091803
1473.0	758.769573
1474.0	709.392401
1475.0	736.882728
1476.0	729.17522
1477.0	757.330735
1478.0	742.159571
1479.0	687.107447
1480.0	688.865785
1481.0	757.162198
1482.0	788.535883
1483.0	723.238431
1484.0	745.951437
1485.0	757.912666
1486.0	745.293701
1487.0	708.846471
1488.0	797.817627
1489.0	773.276935
1490.0	750.946924
1491.0	663.698475
1492.0	738.89201
1493.0	687.24557
1494.0	686.489614
1495.0	740.13224
1496.0	653.653788
1497.0	695.851651
1498.0	671.332625
1499.0	647.287656
1500.0	740.78551
1501.0	720.698117
1502.0	721.832201
1503.0	720.737599
1504.0	661.457756
1505.0	691.038163
1506.0	698.629483
1507.0	683.984367
1508.0	675.808655
1509.0	719.687744
1510.0	627.14491
1511.0	598.585272
1512.0	698.545611
1513.0	690.784872
1514.0	661.617766
1515.0	613.206469
1516.0	624.786415
1517.0	603.296436
1518.0	646.088853
1519.0	655.983244
1520.0	603.181332
1521.0	630.907838
1522.0	601.386293
1523.0	557.565458
1524.0	570.69004
1525.0	595.411501
1526.0	617.386264
1527.0	563.041301
1528.0	642.511998
1529.0	609.973705
1530.0	564.615063
1531.0	574.046779
1532.0	641.832239
1533.0	587.081844
1534.0	548.332734
1535.0	594.677531
1536.0	543.380751
1537.0	553.914371
1538.0	562.982195
1539.0	585.789049
1540.0	577.854016
1541.0	517.584689
1542.0	615.58423
1543.0	579.366706
1544.0	563.620326
1545.0	547.30389
1546.0	534.607245
1547.0	520.927458
1548.0	496.570482
1549.0	597.795846
1550.0	536.899939
1551.0	557.791822
1552.0	509.42117
1553.0	473.327106
1554.0	523.222946
1555.0	491.699586
1556.0	513.274309
1557.0	529.447957
1558.0	518.407573
1559.0	575.666498
1560.0	494.410732
1561.0	534.402006
1562.0	477.826168
1563.0	540.143861
1564.0	491.057226
1565.0	451.498086
1566.0	519.489832
1567.0	483.49124
1568.0	474.061646
1569.0	488.694149
1570.0	507.816952
1571.0	467.769367
1572.0	434.609037
1573.0	496.19778
1574.0	483.558504
1575.0	446.822702
1576.0	450.440066
1577.0	512.527539
1578.0	447.768546
1579.0	479.695342
1580.0	460.546756
1581.0	482.607251
1582.0	460.743649
1583.0	454.585745
1584.0	468.946801
1585.0	440.826662
1586.0	460.420173
1587.0	508.991446
1588.0	465.224219
1589.0	411.561094
1590.0	374.749577
1591.0	468.070294
1592.0	455.717446
1593.0	430.958947
1594.0	422.219997
1595.0	444.596117
1596.0	447.55511
1597.0	454.051497
1598.0	434.742315
1599.0	432.075128
1600.0	407.618206
1601.0	421.212346
1602.0	403.087933
1603.0	371.236368
1604.0	425.303428
1605.0	489.315553
1606.0	470.205233
1607.0	388.818613
1608.0	384.297724
1609.0	437.756685
1610.0	362.878171
1611.0	396.673804
1612.0	447.428651
1613.0	400.428246
1614.0	394.142371
1615.0	426.749932
1616.0	398.11513
1617.0	401.865879
1618.0	392.007389
1619.0	401.262037
1620.0	419.43509
1621.0	424.018643
1622.0	379.556106
1623.0	399.387919
1624.0	387.82275
1625.0	397.005742
1626.0	407.199909
1627.0	424.655269
1628.0	417.02078
1629.0	391.302518
1630.0	376.199212
1631.0	375.828267
1632.0	406.063236
1633.0	412.479199
1634.0	409.853783
1635.0	365.73932
1636.0	365.126945
1637.0	418.220866
1638.0	431.123207
1639.0	400.254624
1640.0	422.588033
1641.0	413.471124
1642.0	340.969082
1643.0	367.981945
1644.0	427.659749
1645.0	356.180924
1646.0	385.996844
1647.0	366.044539
1648.0	395.65448
1649.0	370.508085
1650.0	414.485949
1651.0	451.36582
1652.0	369.246758
1653.0	377.803638
1654.0	374.703796
1655.0	404.459378
1656.0	369.485545
1657.0	393.351287
1658.0	397.612235
1659.0	391.96684
1660.0	426.548354
1661.0	418.223008
1662.0	347.431509
1663.0	406.005882
1664.0	357.760202
1665.0	401.985898
1666.0	439.398925
1667.0	385.793385
1668.0	368.946045
1669.0	393.057377
1670.0	387.725962
1671.0	390.478864
1672.0	379.865722
1673.0	359.969312
1674.0	433.114061
1675.0	356.965183
1676.0	396.052211
1677.0	389.808391
1678.0	408.769901
1679.0	356.401492
1680.0	404.199608
1681.0	392.630333
1682.0	337.767719
1683.0	405.528051
1684.0	383.588164
1685.0	403.536442
1686.0	356.758408
1687.0	399.356558
1688.0	362.124395
1689.0	380.802281
1690.0	376.24306
1691.0	365.482444
1692.0	394.810114
1693.0	390.259605
1694.0	405.337818
1695.0	400.871914
1696.0	380.947037
1697.0	399.245183
1698.0	414.420179
1699.0	343.914954
1700.0	387.146523
1701.0	437.65017
1702.0	437.761019
1703.0	394.943816
1704.0	405.858751
1705.0	426.582507
1706.0	429.199566
1707.0	386.135363
1708.0	363.410601
1709.0	420.990895
1710.0	396.599093
1711.0	405.957927
1712.0	362.090651
1713.0	406.591629
1714.0	410.956355
1715.0	381.455915
1716.0	348.932061
1717.0	422.219178
1718.0	402.152414
1719.0	375.86371
1720.0	396.725789
1721.0	373.076951
1722.0	420.447811
1723.0	414.440049
1724.0	364.683659
1725.0	387.035775
1726.0	450.015937
1727.0	357.862004
1728.0	399.123165
1729.0	365.242681
1730.0	389.3284
1731.0	429.069347
1732.0	423.73598
1733.0	382.415247
1734.0	415.940786
1735.0	421.48125
1736.0	433.45446
1737.0	404.465465
1738.0	381.604865
1739.0	408.204405
1740.0	400.716351
1741.0	473.883196
1742.0	382.581039
1743.0	380.963181
1744.0	351.539491
1745.0	391.238255
1746.0	341.165174
1747.0	406.804942
1748.0	425.983949
1749.0	349.990042
1750.0	392.880722
1751.0	366.76987
1752.0	351.220836
1753.0	369.336977
1754.0	350.618734
1755.0	364.096719
1756.0	411.853384
1757.0	382.75118
1758.0	391.529509
1759.0	400.529732
1760.0	378.369149
1761.0	388.988891
1762.0	322.919117
1763.0	404.752935
1764.0	401.920051
1765.0	381.05768
1766.0	378.700576
1767.0	383.276782
1768.0	390.610312
1769.0	372.465157
1770.0	380.861766
1771.0	373.503657
1772.0	419.92888
1773.0	354.022111
1774.0	313.775802
1775.0	381.323469
1776.0	386.204396
1777.0	372.675556
1778.0	358.967879
1779.0	393.398181
1780.0	403.895461
1781.0	364.034017
1782.0	336.785507
1783.0	340.112745
1784.0	403.08001
1785.0	421.245971
1786.0	382.814127
1787.0	371.248764
1788.0	358.805037
1789.0	414.8723
1790.0	376.920214
1791.0	375.370592
1792.0	341.694956
1793.0	370.957333
1794.0	386.136189
1795.0	375.161307
1796.0	390.080002
1797.0	364.893788
1798.0	347.594236
1799.0	400.575737
1800.0	354.846092
1801.0	335.057706
1802.0	359.457541
1803.0	329.359635
1804.0	341.849799
1805.0	349.232122
1806.0	347.430475
1807.0	341.449405
1808.0	338.54436
1809.0	349.9147
1810.0	377.693918
1811.0	301.492129
1812.0	402.270808
1813.0	357.271732
1814.0	298.696499
1815.0	347.694333
1816.0	358.662485
1817.0	324.308646
1818.0	347.351697
1819.0	301.99613
1820.0	340.809594
1821.0	344.795076
1822.0	305.443381
1823.0	319.731768
1824.0	357.245991
1825.0	390.479636
1826.0	331.288084
1827.0	296.880547
1828.0	337.884158
1829.0	314.350921
1830.0	312.052255
1831.0	282.615539
1832.0	295.686237
1833.0	316.880457
1834.0	308.815745
1835.0	340.921748
1836.0	338.362983
1837.0	299.802924
1838.0	266.819463
1839.0	352.300443
1840.0	285.85615
1841.0	371.642663
1842.0	308.579709
1843.0	277.969825
1844.0	315.124146
1845.0	309.10638
1846.0	275.313057
1847.0	294.081201
1848.0	298.899475
1849.0	309.189071
1850.0	327.166703
1851.0	281.975356
1852.0	357.744552
1853.0	329.648055
1854.0	326.494586
1855.0	307.714993
1856.0	251.715934
1857.0	300.272455
1858.0	267.198941
1859.0	315.617879
1860.0	305.692594
1861.0	312.981688
1862.0	296.051082
1863.0	229.813073
1864.0	280.402813
1865.0	279.139234
1866.0	277.498158
1867.0	283.724568
1868.0	280.114761
1869.0	242.061704
1870.0	287.896913
1871.0	273.790342
1872.0	275.166823
1873.0	267.454117
1874.0	292.345315
1875.0	254.211074
1876.0	274.231106
1877.0	274.141796
1878.0	299.847635
1879.0	244.33867
1880.0	308.781537
1881.0	308.024671
1882.0	274.009189
1883.0	279.648581
1884.0	274.362541
1885.0	219.774192
1886.0	256.400748
1887.0	232.544137
1888.0	262.031288
1889.0	268.780545
1890.0	264.01472
1891.0	201.066806
1892.0	293.024316
1893.0	272.316204
1894.0	235.901015
1895.0	253.809898
1896.0	254.065142
1897.0	201.325678
1898.0	240.866849
1899.0	253.93618
1900.0	266.35103
1901.0	258.244111
1902.0	313.968497
1903.0	202.992338
1904.0	212.638679
1905.0	265.160418
1906.0	196.289015
1907.0	249.541091
1908.0	273.480883
1909.0	246.953067
1910.0	275.434098
1911.0	265.282805
1912.0	260.210474
1913.0	209.65502
1914.0	285.212959
1915.0	274.130192
1916.0	256.1215
1917.0	252.75086
1918.0	230.109916
1919.0	230.089111
1920.0	256.305426
1921.0	305.482098
1922.0	273.214439
1923.0	232.06835
1924.0	264.055823
1925.0	207.100883
1926.0	240.731564
1927.0	300.233371
1928.0	281.316081
1929.0	265.582094
1930.0	253.18824
1931.0	289.222349
1932.0	218.352469
1933.0	143.476967
1934.0	231.898841
1935.0	194.889426
1936.0	281.520327
1937.0	272.856269
1938.0	247.082742
1939.0	248.624995
1940.0	267.522578
1941.0	275.268848
1942.0	244.830165
1943.0	208.21695
1944.0	291.33119
1945.0	210.051645
1946.0	163.568879
1947.0	251.626127
1948.0	209.791109
1949.0	197.538947
1950.0	242.93175
1951.0	218.266867
1952.0	226.934862
1953.0	249.388016
1954.0	235.529421
1955.0	261.229264
1956.0	205.546033
1957.0	273.064542
1958.0	182.572653
1959.0	269.59474
1960.0	177.783761
1961.0	265.4225
1962.0	277.327542
1963.0	241.745911
1964.0	244.373279
1965.0	292.599538
1966.0	165.565584
1967.0	174.333768
1968.0	272.289237
1969.0	239.458637
1970.0	193.883866
1971.0	249.771627
1972.0	272.362516
1973.0	176.742152
1974.0	218.834892
1975.0	239.716769
1976.0	242.153538
1977.0	247.893099
1978.0	208.794009
1979.0	190.878938
1980.0	289.00656
1981.0	243.804406
1982.0	170.635385
1983.0	179.98956
1984.0	237.320503
1985.0	249.395513
1986.0	178.13327
1987.0	194.476849
1988.0	278.79184
1989.0	295.562897
1990.0	149.016508
1991.0	239.168783
1992.0	185.043934
1993.0	174.708743
1994.0	235.267045
1995.0	285.935473
1996.0	227.476506
1997.0	304.441995
1998.0	263.870323
1999.0	230.06563
2000.0	298.967996
2001.0	281.108045
2002.0	253.521397
2003.0	218.958049
2004.0	266.846724
2005.0	203.563673
2006.0	219.272829
2007.0	236.313724
2008.0	207.332829
2009.0	241.375434
2010.0	193.019602
2011.0	156.936753
2012.0	236.432263
2013.0	247.009551
2014.0	190.283177
2015.0	213.442522
2016.0	239.656667
2017.0	211.7069
2018.0	293.129183
2019.0	286.255373
2020.0	218.7781
2021.0	195.118921
2022.0	188.752635
2023.0	275.177462
2024.0	172.055491
2025.0	218.535467
2026.0	234.597093
2027.0	277.290723
2028.0	229.220117
2029.0	272.239577
2030.0	223.351951
2031.0	228.479259
2032.0	234.468508
2033.0	220.237536
2034.0	231.147735
2035.0	332.404436
2036.0	254.474079
2037.0	203.06487
2038.0	265.054841
2039.0	209.646447
2040.0	183.461509
2041.0	218.249412
2042.0	193.723968
2043.0	239.565568
2044.0	255.98166
2045.0	199.850489
2046.0	251.138335
2047.0	234.002462
2048.0	237.767543
2049.0	225.835743
2050.0	233.566687
2051.0	200.534731
2052.0	212.593522
2053.0	199.620147
2054.0	229.382296
2055.0	183.008828
2056.0	205.359728
2057.0	256.271541
2058.0	198.273439
2059.0	196.691262
2060.0	216.144464
2061.0	252.636284
2062.0	260.085409
2063.0	249.800971
2064.0	179.440592
2065.0	201.167562
2066.0	156.890783
2067.0	234.350342
2068.0	258.730699
2069.0	225.326697
2070.0	263.641825
2071.0	259.196633
2072.0	119.10075
2073.0	233.277551
2074.0	234.537458
2075.0	153.853425
2076.0	222.989004
2077.0	232.851306
2078.0	168.654595
2079.0	136.386158
2080.0	254.891089
2081.0	152.485015
2082.0	198.119829
2083.0	229.813326
2084.0	234.178496
2085.0	198.44612
2086.0	191.354479
2087.0	204.176203
2088.0	233.577154
2089.0	271.407573
2090.0	223.89124
2091.0	220.98749
2092.0	235.95791
2093.0	124.528827
2094.0	216.493773
2095.0	254.26367
2096.0	224.282222
2097.0	251.983044
2098.0	219.741952
2099.0	262.179097
2100.0	206.981656
2101.0	170.045207
2102.0	134.849373
2103.0	227.408398
2104.0	261.518949
2105.0	139.149685
2106.0	193.242848
2107.0	182.582972
2108.0	104.6408
2109.0	175.045884
2110.0	146.718189
2111.0	190.108225
2112.0	155.767718
2113.0	255.86898
2114.0	173.79401
2115.0	203.194653
2116.0	207.494211
2117.0	255.04912
2118.0	134.218536
2119.0	248.668764
2120.0	231.328942
2121.0	180.914986
2122.0	191.586262
2123.0	198.337137
2124.0	218.004635
2125.0	247.211218
2126.0	233.082806
2127.0	146.108481
2128.0	199.434902
2129.0	288.847355
2130.0	151.179397
2131.0	188.552647
2132.0	135.712168
2133.0	204.114224
2134.0	151.962259
2135.0	160.886407
2136.0	135.075189
2137.0	183.161819
2138.0	257.833025
2139.0	84.677495
2140.0	246.427378
2141.0	175.309122
2142.0	122.229675
2143.0	277.854377
2144.0	249.141174
2145.0	200.275931
2146.0	230.998526
2147.0	216.061346
2148.0	191.084118
2149.0	199.17456
2150.0	178.177656
2151.0	122.683786
2152.0	116.978493
2153.0	148.31541
2154.0	189.027795
2155.0	140.934848
2156.0	222.07197
2157.0	186.112015
2158.0	116.145614
2159.0	110.52272
2160.0	155.898221
2161.0	162.20326
2162.0	154.517697
2163.0	181.642121
2164.0	256.397658
2165.0	123.670926
2166.0	109.112066
2167.0	291.077283
2168.0	158.668834
2169.0	148.203343
2170.0	182.954864
2171.0	91.4470293
2172.0	133.251078
2173.0	241.802396
2174.0	182.668741
2175.0	119.314904
2176.0	93.7628195
2177.0	113.71504
2178.0	236.649857
2179.0	183.399561
2180.0	116.07991
2181.0	224.260468
2182.0	121.71345
2183.0	56.0661341
2184.0	88.9228264
2185.0	147.807781
2186.0	164.316939
2187.0	162.048631
2188.0	100.959556
2189.0	64.0614981
2190.0	184.897958
2191.0	45.1797
2192.0	54.3743602
2193.0	155.790594
2194.0	150.036099
2195.0	179.551795
2196.0	145.748112
2197.0	99.5148269
2198.0	138.514695
2199.0	155.899391
2200.0	190.212746
2201.0	79.191648
2202.0	155.968889
2203.0	203.939218
2204.0	14.752069
2205.0	138.197041
2206.0	218.751788
2207.0	250.910589
2208.0	107.084646
2209.0	199.766147
2210.0	85.0241594
2211.0	149.010372
2212.0	105.575526
2213.0	103.6011
2214.0	165.212656
2215.0	135.808226
2216.0	129.873092
2217.0	150.490375
2218.0	159.691296
2219.0	107.371868
2220.0	152.634611
2221.0	170.922994
2222.0	142.832723
2223.0	105.64272
2224.0	129.734579
2225.0	42.9227403
2226.0	108.754822
2227.0	211.674295
2228.0	141.852373
2229.0	147.783255
2230.0	51.0191271
2231.0	68.0259588
2232.0	130.087678
2233.0	92.9450668
2234.0	210.357428
2235.0	130.936733
2236.0	42.5560149
2237.0	152.565716
2238.0	123.127743
2239.0	122.635247
2240.0	119.376899
2241.0	104.795778
2242.0	154.582988
2243.0	124.128641
2244.0	141.74266
2245.0	140.197241
2246.0	22.6361841
2247.0	102.362765
2248.0	110.737922
2249.0	144.039746
2250.0	220.706707
2251.0	104.200147
2252.0	78.6587479
2253.0	178.676063
2254.0	94.7123621
2255.0	150.916477
2256.0	171.433623
2257.0	191.352694
2258.0	37.0670205
2259.0	81.1777679
2260.0	130.834593
2261.0	165.158015
2262.0	29.794479
2263.0	222.633215
2264.0	146.424136
2265.0	44.1131127
2266.0	75.0934713
2267.0	61.3805301
2268.0	49.3898869
2269.0	148.7758
2270.0	151.13911
2271.0	84.8773787
2272.0	142.30464
2273.0	140.985966
2274.0	59.2804478
2275.0	212.556181
2276.0	78.7096605
2277.0	42.4196578
2278.0	166.076336
2279.0	23.6537129
2280.0	155.710515
2281.0	139.102333
2282.0	225.559706
2283.0	73.0667906
2284.0	37.9222337
2285.0	183.258581
2286.0	82.4908966
2287.0	95.0660398
2288.0	99.3150683
2289.0	85.1074182
2290.0	77.82507
2291.0	165.682212
2292.0	114.65195
2293.0	134.855682
2294.0	140.3969
2295.0	116.790197
2296.0	122.278056
2297.0	73.0262328
2298.0	122.220253
2299.0	148.346446
2300.0	109.949191
2301.0	218.636454
2303.0	138.550609
2304.0	204.79563
2306.0	153.148633
2307.0	166.290869
2308.0	113.320737
2309.0	85.7925713
2310.0	100.590496
2311.0	12.3763632
2312.0	76.546637
2313.0	147.575304
2314.0	103.103972
2315.0	94.1971064
2316.0	53.5622248
2317.0	77.3738448
2318.0	264.364442
2319.0	117.64419
2320.0	92.0237043
2321.0	90.7722205
2322.0	149.432067
2323.0	120.447374
2324.0	44.9868547
2325.0	81.9480075
2326.0	141.549681
2327.0	49.6281602
2328.0	144.560615
2329.0	109.031532
2330.0	241.994102
2331.0	161.779627
2332.0	32.5388522
2333.0	110.042777
2334.0	128.303076
2335.0	186.532051
2336.0	53.2196178
2337.0	135.159716
2338.0	126.588467
2339.0	235.865207
2341.0	139.617371
2342.0	89.1061089
2343.0	113.723739
2344.0	156.863035
2345.0	57.9089932
2346.0	155.074452
2347.0	212.67883
2348.0	113.495943
2349.0	98.1698031
2350.0	136.119686
2351.0	96.2824634
2352.0	92.6901663
2353.0	144.197394
2354.0	171.545081
2355.0	158.163647
2356.0	81.7342598
2357.0	234.885266
2358.0	95.9769422
2359.0	51.3401549
2361.0	251.503868
2362.0	91.3220781
2363.0	145.6442
2364.0	166.986999
2365.0	38.5277971
2366.0	15.3387872
2367.0	13.3838382
2368.0	114.494973
2369.0	101.377765
2370.0	119.829508
2371.0	161.235416
2373.0	223.372007
2374.0	178.876243
2375.0	18.8335433
2376.0	64.9136274
2377.0	353.875818
2378.0	152.801444
2379.0	45.8357096
2380.0	201.867535
2381.0	189.900652
2382.0	194.562898
2383.0	149.36196
2384.0	275.167445
2385.0	169.138799
2387.0	119.39369
2388.0	146.766171
2389.0	72.6761354
2390.0	95.2885364
2393.0	130.41389
2394.0	121.686505
2395.0	35.7494079
2396.0	110.552878
2397.0	168.341068
2398.0	243.632082
2399.0	37.3702174
2400.0	42.1164826
2401.0	134.361903
2402.0	167.747827
2403.0	94.3656696
2404.0	129.411137
2405.0	110.060537
2406.0	124.813759
2407.0	162.740699
2408.0	215.353157
2409.0	22.0767562
2410.0	141.471612
2411.0	109.319021
2412.0	145.84526
2413.0	16.6021543
2414.0	53.6486335
2415.0	23.2059975
2416.0	167.021825
2417.0	203.755371
2419.0	3.78286404
2420.0	224.938733
2423.0	215.509455
2424.0	209.487499
2428.0	35.9023642
2429.0	89.9624512
2430.0	32.276416
2431.0	418.064981
2432.0	78.4627688
2435.0	98.5288054
2436.0	359.491016
2439.0	271.051216
2440.0	213.520044
2441.0	5.48460421
2442.0	145.695028
2443.0	68.0490333
2444.0	7.75513002
2445.0	211.194536
2447.0	204.285125
2448.0	140.440156
2449.0	186.963841
2450.0	233.232755
2451.0	187.785043
2452.0	102.202686
2453.0	102.725735
2455.0	63.4878658
2457.0	21.9469741
2458.0	257.640213
2459.0	142.581638
2460.0	154.401629
2462.0	59.5378103
2463.0	57.8572388
2464.0	54.7899565
2465.0	97.9824822
2466.0	127.643466
2468.0	40.4691733
2469.0	178.631158
2470.0	189.656267
2471.0	95.0680057
2472.0	56.0506533
2473.0	2.46181346
2475.0	6.77248571
2476.0	131.465993
2478.0	96.0577482
2480.0	175.163566
2481.0	124.457828
2482.0	10.558527
2483.0	316.435605
2484.0	44.1626829
2485.0	169.430602
2486.0	38.2330285
2487.0	32.8817327
2488.0	81.9460171
2489.0	209.172499
2491.0	47.0755108
2492.0	45.0899332
2493.0	48.6735848
2494.0	164.784086
2495.0	74.0866246
2498.0	163.843904
2500.0	329.17899
2502.0	185.204371
2503.0	236.009592
2504.0	212.915616
2505.0	54.752355
2508.0	51.6327312
