theta_arcmin,xi_plus
0.7133649061081178,0.00012511562543131703
1.452095610920429,6.0068356662917785e-06
2.9558247752305276,6.1931750226706e-05
6.016752640915019,2.1174242050056085e-06
12.247448713915892,-2.9288225581504374e-06
24.930391683376275,-2.3899101204485857e-06
50.74725716388292,-1.568898350973325e-06
103.2989831192456,1.615415562263499e-07
210.27106704526636,-3.2968259754405076e-09
0.7133649061081178,5.1186897981448275e-05
1.452095610920429,2.8259797127842383e-05
2.9558247752305276,4.33571094270959e-06
6.016752640915019,9.951910630670562e-06
12.247448713915892,2.4859196538996246e-06
24.930391683376275,8.840650852330898e-07
50.74725716388292,1.981208065939686e-06
103.2989831192456,3.0556928602800366e-07
210.27106704526636,1.0765346838290453e-07
0.7133649061081178,-3.0451335851633288e-05
1.452095610920429,3.868216427865689e-05
2.9558247752305276,2.0144822978229488e-05
6.016752640915019,4.629802568460864e-06
12.247448713915892,-8.357076630144282e-07
24.930391683376275,3.8965056059041835e-07
50.74725716388292,5.068775704124221e-07
103.2989831192456,7.660231890045339e-07
210.27106704526636,-1.7979431733133805e-07
0.7133649061081178,8.592895088357471e-05
1.452095610920429,3.3853704618148865e-05
2.9558247752305276,-5.667028203902376e-06
6.016752640915019,-2.8825340930551993e-06
12.247448713915892,6.1645421245440865e-06
24.930391683376275,-4.116317833962698e-07
50.74725716388292,1.0004626135406768e-06
103.2989831192456,1.2307741736791722e-07
210.27106704526636,1.3750856910784777e-07
0.7133649061081178,-3.837018927000831e-06
1.452095610920429,1.974681394285724e-05
2.9558247752305276,1.26605773695398e-05
6.016752640915019,1.0117218355337756e-05
12.247448713915892,5.533552048409907e-06
24.930391683376275,-2.182027166427733e-07
50.74725716388292,1.4526953057930022e-07
103.2989831192456,6.888990725847721e-07
210.27106704526636,2.748722576104113e-07
0.7133649061081178,0.00015334914110923074
1.452095610920429,4.093141634389976e-05
2.9558247752305276,4.810054739576919e-05
6.016752640915019,1.2633159710135703e-05
12.247448713915892,7.388404770657675e-06
24.930391683376275,4.2533737166255564e-06
50.74725716388292,1.5162665010583831e-06
103.2989831192456,6.768618702520176e-07
210.27106704526636,-2.4791707463992173e-07
0.7133649061081178,3.1073490785565886e-05
1.452095610920429,2.7199306797837526e-05
2.9558247752305276,2.790178997825276e-05
6.016752640915019,9.081565818048036e-06
12.247448713915892,4.589902252853762e-06
24.930391683376275,2.6934126223334656e-06
50.74725716388292,1.566661968581236e-06
103.2989831192456,1.0021233885372483e-06
210.27106704526636,1.0004887449857453e-07
0.7133649061081178,6.599074963864188e-05
1.452095610920429,5.168891377476757e-05
2.9558247752305276,1.8625071438761047e-05
6.016752640915019,1.770634293070473e-05
12.247448713915892,7.954185239543086e-06
24.930391683376275,8.387186307757092e-07
50.74725716388292,2.052783778219256e-06
103.2989831192456,7.776205020817419e-07
210.27106704526636,-6.672488933752968e-08
0.7133649061081178,5.4379185263042465e-05
1.452095610920429,5.2120967768772965e-05
2.9558247752305276,2.0706801020543513e-05
6.016752640915019,1.661402666856747e-05
12.247448713915892,7.09454818542124e-06
24.930391683376275,2.8853038186972007e-06
50.74725716388292,1.5354708685049699e-06
103.2989831192456,8.397576650265967e-07
210.27106704526636,1.077568992720045e-07
0.7133649061081178,2.641667313628938e-05
1.452095610920429,5.3503685574264594e-05
2.9558247752305276,8.371051976008999e-06
6.016752640915019,2.0525410380485762e-05
12.247448713915892,6.835716547047224e-06
24.930391683376275,4.2040225301136906e-06
50.74725716388292,1.480406548925083e-06
103.2989831192456,1.2921327651892827e-06
210.27106704526636,-1.6485173190030463e-07
0.7133649061081178,6.612088085495114e-05
1.452095610920429,5.727850370487654e-05
2.9558247752305276,2.8363285948162968e-05
6.016752640915019,1.581751388547166e-05
12.247448713915892,1.0122401322375225e-05
24.930391683376275,4.732479733539655e-06
50.74725716388292,2.2796401277488887e-06
103.2989831192456,1.3026855007006283e-06
210.27106704526636,4.202416115809354e-07
0.7133649061081178,5.74797356636257e-05
1.452095610920429,3.000765880177522e-05
2.9558247752305276,2.234721296614929e-05
6.016752640915019,2.028390716863544e-05
12.247448713915892,7.91316913473187e-06
24.930391683376275,6.007705059656856e-06
50.74725716388292,2.148159095803208e-06
103.2989831192456,1.3967626886206652e-06
210.27106704526636,3.494261864666178e-07
0.7133649061081178,0.00010235527277169703
1.452095610920429,8.525867051437298e-05
2.9558247752305276,5.929818765827252e-05
6.016752640915019,1.7996175266597393e-05
12.247448713915892,1.781399897357048e-05
24.930391683376275,7.235359570460992e-06
50.74725716388292,4.522316615365407e-06
103.2989831192456,1.7130209380780847e-06
210.27106704526636,4.460352985834604e-07
0.7133649061081178,0.00011607855937004408
1.452095610920429,0.0001017388889241176
2.9558247752305276,5.240795404032439e-05
6.016752640915019,2.794399934063168e-05
12.247448713915892,1.7947155497062146e-05
24.930391683376275,1.217944695835048e-05
50.74725716388292,4.8571470449343845e-06
103.2989831192456,2.7106053718163094e-06
210.27106704526636,1.4050195088237204e-06
0.7133649061081178,0.00017720232690063403
1.452095610920429,0.0001446351586479555
2.9558247752305276,7.802876747538117e-05
6.016752640915019,4.344701273867966e-05
12.247448713915892,2.501237630617236e-05
24.930391683376275,1.44644698651536e-05
50.74725716388292,6.969679430189976e-06
103.2989831192456,2.332359704664364e-06
210.27106704526636,1.2075508401045557e-06
